ticker_a,ticker_b,as_of,hedge_ratio,is_cointegrated,adf_pvalue,half_life_days,zscore,recommendation,logged_at
GDX,GLD,2026-07-15,1.5570980849648355,True,0.0280964971316607,11.064644973057458,-0.586154034089683,NO_POSITION,2026-07-17T03:21:50+00:00
GDX,GLD,2026-07-17,1.5490880616656926,True,0.03362328776053976,11.142420715791625,-1.2646490187110928,NO_POSITION,2026-07-19T05:10:31+00:00
