date,ticker_a,ticker_b,hedge_ratio,adf_pvalue,is_cointegrated,half_life_days,open_z,close_z,signal,position,position_held,strategy_return_pct,spread_move_pct,pair_pnl_usd,ticker_a_return_pct,ticker_b_return_pct,spy_return_pct,excess_return_pct,logged_at
2026-08-03,GD,RTX,0.5153211243002527,0.005590647682681607,True,8.191961103781745,0.22134454950430715,-0.42723958454921657,NO_POSITION,0,0,0.0,-0.5998056968715915,0.0,-1.3211186371969719,0.036933356217638824,1.424300656734756,-1.424300656734756,2026-08-03T20:30:13+00:00
2026-08-04,DUK,SO,0.9288641096355568,0.11418747699376114,False,,1.1369648774275056,0.4702294029642,NO_POSITION,0,0,0.0,-0.31735164834501006,0.0,0.6153303325164394,1.25964133808103,1.8029002715958642,-1.8029002715958642,2026-08-05T00:07:23+00:00
2026-08-04,JNJ,MRK,0.8560422774973473,0.0043651155762082705,True,8.644160469111497,-0.7632501067341633,-0.5171279736346107,NO_POSITION,0,0,0.0,0.050220858188509965,0.0,0.2043901600514486,-0.3580933285266097,1.8029002715958642,-1.8029002715958642,2026-08-05T00:07:23+00:00
2026-08-04,AVGO,NVDA,1.3432877830544305,0.005008832047914195,True,7.237804103873551,-0.34160873507305684,0.7631731419728695,NO_POSITION,0,0,0.0,2.999684023695437,0.0,3.769511972452455,0.21277456927237814,1.8029002715958642,-1.8029002715958642,2026-08-05T00:07:23+00:00
2026-08-04,GDX,GLD,1.5201358933137685,0.020845777820889404,True,10.141694535229906,1.4869536929543727,1.6760466626110924,NO_POSITION,0,0,0.0,1.4304944171825262,0.0,0.39942991387169613,0.005342655928064488,1.8029002715958642,-1.8029002715958642,2026-08-05T00:07:23+00:00
2026-08-04,ROST,TGT,1.022100246457374,0.10285393577435542,False,,0.7293706255206156,0.3998809733419976,NO_POSITION,0,0,0.0,0.11798337195880748,0.0,-0.7314879114023731,0.5021412212001586,1.8029002715958642,-1.8029002715958642,2026-08-05T00:07:23+00:00
2026-08-04,GD,RTX,0.5171882414154663,0.006056806787685356,True,8.264001822119983,-0.36143806170331205,-0.20987389364019216,NO_POSITION,0,0,0.0,0.5623198826038234,0.0,0.4347974286383671,0.2530075354746808,1.8029002715958642,-1.8029002715958642,2026-08-05T00:07:23+00:00
2026-08-05,FNV,WPM,0.8573490015945728,0.07055065512221104,False,,0.8469167570926771,-0.7268273041267989,NO_POSITION,0,0,0.0,-1.8818398825727556,0.0,-1.803131004746028,1.0864195019129275,-0.19966020100066206,0.19966020100066206,2026-08-05T20:30:49+00:00
2026-08-05,EPD,OKE,0.8683144754108967,0.019615906383239377,True,13.12630578125063,1.7596962799292302,1.6959017102335663,HOLD,-1,-1,0.6477284199368327,-0.6477284199368327,64.77284199368327,-0.7368388928865155,-0.6943661023867342,-0.19966020100066206,0.8473886209374948,2026-08-05T20:30:49+00:00
2026-08-05,AVGO,NVDA,1.3407451071151846,0.004577559203863622,True,7.189449781636061,0.026674470019792312,-0.6999585606224588,NO_POSITION,0,0,0.0,-4.499348945315074,0.0,-0.8110062434751208,1.0882599851099073,-0.19966020100066206,0.19966020100066206,2026-08-05T20:30:49+00:00
2026-08-05,JNJ,MRK,0.8531175424985044,0.0025856332653239346,True,8.237578220246982,-0.9206916576460048,-0.1271598461858086,NO_POSITION,0,0,0.0,0.8183564964518553,0.0,0.9167468512793819,-0.8345582261743756,-0.19966020100066206,0.19966020100066206,2026-08-05T20:30:49+00:00
2026-08-05,AU,NEM,1.2163871269416027,0.0008569594820917267,True,5.8921208432059995,-2.095736323484894,-1.5782876474034189,HOLD,1,1,0.4503943374690955,0.4503943374690955,45.03943374690955,1.5705549288834275,0.4914262307085471,-0.19966020100066206,0.6500545384697576,2026-08-05T20:30:49+00:00
2026-08-05,ADBE,CRM,1.0834077772917154,0.0012783868147921377,True,6.265643967913301,-0.32623262147471205,-0.38128633047643107,NO_POSITION,0,0,0.0,-0.4147990854557193,0.0,-0.2883838885216039,-0.15521681169937684,-0.19966020100066206,0.19966020100066206,2026-08-05T20:30:49+00:00
2026-08-05,CHD,CL,0.8350590488328977,0.003501767508153539,True,6.8884717722922355,2.7319410652855183,2.407644293870261,HOLD,-1,-1,0.05469084981850614,-0.05469084981850614,5.469084981850614,0.42635896745899515,1.4574682426668595,-0.19966020100066206,0.2543510508191682,2026-08-05T20:30:49+00:00
2026-08-05,SRE,XEL,1.1492127141641628,0.007700426937227614,True,7.4914430747206975,-1.5549384789725282,-2.192351710019497,ENTER_LONG_SPREAD,1,0,0.0,-1.507534087612239,0.0,-2.3191352824513345,-0.7967138897628012,-0.19966020100066206,0.19966020100066206,2026-08-05T20:30:49+00:00
2026-08-05,ROST,TGT,1.0175199772169017,0.050810595837102145,False,,0.4012874006046942,0.7216492840192382,NO_POSITION,0,0,0.0,1.1387379143102727,0.0,0.5559502246705428,-0.6390830724848473,-0.19966020100066206,0.19966020100066206,2026-08-05T20:30:49+00:00
2026-08-05,APD,LIN,0.7770379652731753,0.024802816117730393,True,9.80532576974171,1.1582676780734067,1.1003774241081496,HOLD,-1,-1,0.8921342554616629,-0.8921342554616629,89.21342554616629,-0.1150852473749131,0.12641867880160973,-0.19966020100066206,1.091794456462325,2026-08-05T20:30:49+00:00
2026-08-05,AMGN,VRTX,1.0506374839006702,0.09532595179817288,False,,1.3324499379099088,2.0865187481388574,ENTER_SHORT_SPREAD,-1,0,0.0,3.1305814133783194,0.0,3.678564612455615,-0.551772748200241,-0.19966020100066206,0.19966020100066206,2026-08-05T20:30:49+00:00
2026-08-05,FITB,RF,1.2638326797389472,0.011679939622367342,True,9.169730607952838,-1.9315007094111327,-1.9412471875643016,HOLD,1,1,-0.017501484130910683,-0.017501484130910683,-1.7501484130910683,-0.9628634366578903,-0.7471973197356596,-0.19966020100066206,0.18215871686975138,2026-08-05T20:30:49+00:00
